4.485938262939453125e+01,4.357184219360351562e+01,4.229375839233398438e+01,4.182401275634765625e+01,3.989335632324218750e+01,3.877305221557617188e+01,3.751459121704101562e+01,3.681513595581054688e+01,3.530018997192382812e+01,3.427724075317382812e+01,2.848041534423828125e+01,2.752919197082519531e+01,2.607531738281250000e+01,2.535252571105957031e+01,2.351906776428222656e+01,2.288112449645996094e+01,2.183380699157714844e+01,1.885348701477050781e+01,1.904536247253417969e+01,1.648942565917968750e+01,1.547177696228027344e+01,1.475300121307373047e+01,1.287675857543945312e+01,1.250295066833496094e+01,9.432422637939453125e+00,5.997519493103027344e+00,6.806885242462158203e+00,4.385814189910888672e+00,4.592591762542724609e+00,2.292627573013305664e+00,2.216804981231689453e+00,7.174950242042541504e-01,9.529510736465454102e-01,-2.375516414642333984e+00,-1.397936344146728516e+00,-5.085202693939208984e+00,-4.796522140502929688e+00,-6.993955612182617188e+00,-1.063379192352294922e+01,-1.135348701477050781e+01,-1.229996204376220703e+01,-1.297873878479003906e+01,-1.387722396850585938e+01,-1.815573310852050781e+01,-2.084348678588867188e+01,-2.167743301391601562e+01,-2.246145629882812500e+01,-2.341374015808105469e+01,-2.440525245666503906e+01,-2.517932510375976562e+01,-2.630608177185058594e+01,-2.715088844299316406e+01,-2.798452186584472656e+01,-3.278591537475585938e+01,-2.948257255554199219e+01,-3.379218673706054688e+01,-3.507442474365234375e+01,-3.576926803588867188e+01,-3.690091705322265625e+01,-3.783357620239257812e+01,-3.877550888061523438e+01,-3.969179534912109375e+01,-4.057207107543945312e+01,-4.142467498779296875e+01
3.867069244384765625e+01,3.738313293457031250e+01,3.615704345703125000e+01,3.574745559692382812e+01,3.381895446777343750e+01,3.269999313354492188e+01,3.133709907531738281e+01,3.070588493347167969e+01,2.927676582336425781e+01,2.816474151611328125e+01,2.670933723449707031e+01,2.559553909301757812e+01,2.397868537902832031e+01,2.328903388977050781e+01,2.138959121704101562e+01,2.065265083312988281e+01,1.980634498596191406e+01,1.668000221252441406e+01,1.705218887329101562e+01,1.418140506744384766e+01,1.298648929595947266e+01,1.242973804473876953e+01,1.072003746032714844e+01,1.116164588928222656e+01,8.150086402893066406e+00,9.466810226440429688e+00,6.525521755218505859e+00,7.045454978942871094e+00,4.672093391418457031e+00,4.569224834442138672e+00,9.534386396408081055e-01,1.210366487503051758e+00,-1.934937834739685059e+00,-1.710671305656433105e+00,-5.462022304534912109e+00,-4.905823230743408203e+00,-7.725030422210693359e+00,-7.033184528350830078e+00,-9.818462371826171875e+00,-9.406859397888183594e+00,-1.167306613922119141e+01,-1.203979015350341797e+01,-1.322950363159179688e+01,-1.362846374511718750e+01,-1.649862670898437500e+01,-1.729354095458984375e+01,-1.808727836608886719e+01,-1.895639991760253906e+01,-2.000719833374023438e+01,-2.087651634216308594e+01,-2.197629928588867188e+01,-2.275179672241210938e+01,-2.361812973022460938e+01,-2.849436759948730469e+01,-2.508036994934082031e+01,-2.954113197326660156e+01,-3.074699020385742188e+01,-3.148445892333984375e+01,-3.254827880859375000e+01,-3.357442092895507812e+01,-3.453757858276367188e+01,-3.541040802001953125e+01,-3.625709915161132812e+01,-3.702817916870117188e+01
3.387411117553710938e+01,3.258286285400390625e+01,3.130089759826660156e+01,3.092666244506835938e+01,2.894110488891601562e+01,2.795509910583496094e+01,2.668130111694335938e+01,2.602931785583496094e+01,2.462587165832519531e+01,2.360536003112792969e+01,2.213090324401855469e+01,2.094175910949707031e+01,1.907955169677734375e+01,1.856978225708007812e+01,1.618539047241210938e+01,1.570549774169921875e+01,1.883055496215820312e+01,1.589964675903320312e+01,1.617832946777343750e+01,1.355018806457519531e+01,1.215518188476562500e+01,1.155340194702148438e+01,1.034221935272216797e+01,7.164915561676025391e+00,7.826429843902587891e+00,5.079081535339355469e+00,5.629351615905761719e+00,3.147003173828125000e+00,3.131890296936035156e+00,2.301420688629150391e+00,1.393187284469604492e+00,4.291291236877441406e-01,2.978489268571138382e-03,-8.000097274780273438e-01,-4.167540550231933594e+00,-3.214337587356567383e+00,-6.287045001983642578e+00,-6.239759922027587891e+00,-7.297325611114501953e+00,-7.707067489624023438e+00,-9.027456283569335938e+00,-9.559689521789550781e+00,-1.062602424621582031e+01,-1.143557739257812500e+01,-1.606313514709472656e+01,-1.667488288879394531e+01,-1.734011459350585938e+01,-1.813097763061523438e+01,-1.886386680603027344e+01,-1.963966178894042969e+01,-2.065233421325683594e+01,-2.135272979736328125e+01,-2.199673271179199219e+01,-2.259862899780273438e+01,-2.334827995300292969e+01,-2.360022544860839844e+01,-2.470207595825195312e+01,-2.532100868225097656e+01,-2.630802154541015625e+01,-2.734414672851562500e+01,-2.843625831604003906e+01,-2.927282905578613281e+01,-3.008621215820312500e+01,-3.082363510131835938e+01
2.755185699462890625e+01,2.630852508544921875e+01,2.514640808105468750e+01,2.468992805480957031e+01,2.255601310729980469e+01,2.150982856750488281e+01,2.009157752990722656e+01,2.366398811340332031e+01,2.202368164062500000e+01,2.102754402160644531e+01,1.913277435302734375e+01,1.781806945800781250e+01,1.650302124023437500e+01,1.596884155273437500e+01,1.414132118225097656e+01,1.416210269927978516e+01,1.233847808837890625e+01,1.274858283996582031e+01,1.029544544219970703e+01,1.056703186035156250e+01,9.217088699340820312e+00,9.213310241699218750e+00,6.582833290100097656e+00,6.812482357025146484e+00,7.386171817779541016e+00,3.952084064483642578e+00,3.813910245895385742e+00,2.380313634872436523e+00,1.755007505416870117e+00,1.201239347457885742e+00,4.415779113769531250e-01,5.627325773239135742e-01,-2.754136800765991211e+00,-1.584925293922424316e+00,-4.960661411285400391e+00,-4.901412487030029297e+00,-5.369763374328613281e+00,-5.866529464721679688e+00,-6.303709506988525391e+00,-6.504298686981201172e+00,-8.215667724609375000e+00,-8.872733116149902344e+00,-9.707488059997558594e+00,-1.073315429687500000e+01,-1.156358718872070312e+01,-1.215086936950683594e+01,-1.285455513000488281e+01,-1.344275474548339844e+01,-1.395114898681640625e+01,-1.461870479583740234e+01,-1.556158828735351562e+01,-1.621958351135253906e+01,-1.693689918518066406e+01,-1.754019737243652344e+01,-1.785656166076660156e+01,-1.805794143676757812e+01,-1.896096229553222656e+01,-1.964430236816406250e+01,-2.064760398864746094e+01,-2.169395256042480469e+01,-2.264676284790039062e+01,-2.349475288391113281e+01,-2.434317970275878906e+01,-2.508506393432617188e+01
2.060016632080078125e+01,1.944103431701660156e+01,1.804952621459960938e+01,1.778243827819824219e+01,1.948976707458496094e+01,1.841601943969726562e+01,1.692521095275878906e+01,1.668401145935058594e+01,1.549363231658935547e+01,1.454025268554687500e+01,1.433317565917968750e+01,1.415621662139892578e+01,1.301689815521240234e+01,1.283294773101806641e+01,1.141951274871826172e+01,1.132234096527099609e+01,9.719177246093750000e+00,9.568358421325683594e+00,7.895542144775390625e+00,7.859606266021728516e+00,7.392617702484130859e+00,6.531905174255371094e+00,5.846830368041992188e+00,5.321279525756835938e+00,4.673312664031982422e+00,4.801370620727539062e+00,1.399683594703674316e+00,1.704143166542053223e+00,2.191060781478881836e-01,3.036287128925323486e-01,-7.293792366981506348e-01,-9.359741806983947754e-01,-3.184078693389892578e+00,-3.044847011566162109e+00,-1.250822067260742188e+00,-4.987636089324951172e+00,-3.664044618606567383e+00,-3.875459671020507812e+00,-4.748057842254638672e+00,-5.312435626983642578e+00,-5.671362400054931641e+00,-5.799969673156738281e+00,-6.127726078033447266e+00,-6.787549972534179688e+00,-7.676296710968017578e+00,-8.366717338562011719e+00,-8.790742874145507812e+00,-9.210661888122558594e+00,-9.673919677734375000e+00,-1.020678520202636719e+01,-1.098927211761474609e+01,-1.182459545135498047e+01,-1.243442535400390625e+01,-1.297296142578125000e+01,-1.362933158874511719e+01,-1.386204910278320312e+01,-1.477595996856689453e+01,-1.540590572357177734e+01,-1.654251861572265625e+01,-1.758376884460449219e+01,-1.850386428833007812e+01,-1.927093315124511719e+01,-2.012674331665039062e+01,-2.084060668945312500e+01
1.560966014862060547e+01,1.447968673706054688e+01,1.315491771697998047e+01,1.290212345123291016e+01,1.441668510437011719e+01,1.338891696929931641e+01,1.209199142456054688e+01,1.172752761840820312e+01,1.044465065002441406e+01,9.563876152038574219e+00,9.165779113769531250e+00,9.048446655273437500e+00,8.147871017456054688e+00,8.048501014709472656e+00,6.552330493927001953e+00,6.353876113891601562e+00,4.570105552673339844e+00,4.527799129486083984e+00,3.007296323776245117e+00,2.796438932418823242e+00,6.556184291839599609e+00,6.316345214843750000e+00,5.047542572021484375e+00,5.079310417175292969e+00,2.846313714981079102e+00,3.002792835235595703e+00,6.535479426383972168e-01,8.900928497314453125e-01,7.648919820785522461e-01,3.543084561824798584e-01,-2.357047423720359802e-02,3.852329775691032410e-02,-3.108322024345397949e-01,-1.127124667167663574e+00,-1.629514932632446289e+00,-1.633734464645385742e+00,-1.795057654380798340e+00,-2.452817201614379883e+00,-2.812830209732055664e+00,-3.471903085708618164e+00,-4.244375705718994141e+00,-5.021315574645996094e+00,-5.460389137268066406e+00,-5.684304714202880859e+00,-5.730677127838134766e+00,-6.264606952667236328e+00,-6.313707351684570312e+00,-5.995377063751220703e+00,-6.119362354278564453e+00,-6.385454177856445312e+00,-7.137083053588867188e+00,-7.858468055725097656e+00,-8.258057594299316406e+00,-1.006868934631347656e+01,-1.018839168548583984e+01,-1.075876235961914062e+01,-1.130380058288574219e+01,-1.158143615722656250e+01,-1.179734039306640625e+01,-1.165595149993896484e+01,-1.159122085571289062e+01,-1.145542240142822266e+01,-1.257715702056884766e+01,-1.250071716308593750e+01
9.179942131042480469e+00,8.153398513793945312e+00,7.047167301177978516e+00,6.828024864196777344e+00,7.603318691253662109e+00,6.857283115386962891e+00,5.374181270599365234e+00,5.119287967681884766e+00,3.504717826843261719e+00,2.975489139556884766e+00,2.973532438278198242e+00,3.058372974395751953e+00,6.680530548095703125e+00,6.237892627716064453e+00,4.902950763702392578e+00,4.935722351074218750e+00,4.314752101898193359e+00,4.151054382324218750e+00,2.574620962142944336e+00,2.242114782333374023e+00,2.019994258880615234e+00,1.674758553504943848e+00,9.716018438339233398e-01,1.191738605499267578e+00,1.780441999435424805e+00,9.583190083503723145e-01,9.451385140419006348e-01,2.027461051940917969e+00,2.894139766693115234e+00,-1.228072419762611389e-01,7.058366537094116211e-01,7.649379372596740723e-01,-6.195328384637832642e-02,-2.781918942928314209e-01,-6.964564919471740723e-01,-1.170493483543395996e+00,-1.493371486663818359e+00,-1.705149292945861816e+00,-1.570816636085510254e+00,-1.295310378074645996e+00,-1.561535239219665527e+00,-2.131706476211547852e+00,-2.436680793762207031e+00,-3.382360458374023438e+00,-3.804991960525512695e+00,-4.195758342742919922e+00,-4.629052162170410156e+00,-4.568717002868652344e+00,-4.574545383453369141e+00,-4.793698310852050781e+00,-4.927300930023193359e+00,-5.535502910614013672e+00,-5.549890518188476562e+00,-4.901240825653076172e+00,-4.752785205841064453e+00,-5.002181529998779297e+00,-5.872382640838623047e+00,-6.017686843872070312e+00,-5.761469364166259766e+00,-5.292099475860595703e+00,-5.378294944763183594e+00,-5.189389705657958984e+00,-6.689176559448242188e+00,-6.380962371826171875e+00
4.244369566440582275e-01,-9.785387516021728516e-01,-2.042064189910888672e+00,-1.991165399551391602e+00,-1.324700951576232910e+00,-1.483487963676452637e+00,-9.417730569839477539e-01,-3.565365672111511230e-01,2.193360030651092529e-01,8.648651838302612305e-01,9.624565243721008301e-01,7.933458685874938965e-01,3.175072371959686279e-01,-1.316756308078765869e-01,-5.383228883147239685e-02,-5.508244782686233521e-02,2.369049936532974243e-01,6.407837271690368652e-01,9.363137483596801758e-01,1.143917918205261230e+00,4.297397434711456299e-01,2.928313314914703369e-01,1.449375987052917480e+00,1.525410175323486328e+00,1.697086840867996216e-01,3.166781961917877197e-01,4.297339320182800293e-01,4.009899497032165527e-01,3.961380124092102051e-01,-3.431125879287719727e-01,-2.289460152387619019e-01,7.120317816734313965e-01,4.536585509777069092e-01,-2.500645518302917480e-01,-4.713692963123321533e-01,-1.379779934883117676e+00,-1.259430766105651855e+00,-5.648362636566162109e-01,2.069328725337982178e-01,4.530405998229980469e-01,-3.875350356101989746e-01,-5.464938879013061523e-01,-1.662479788064956665e-01,4.427087604999542236e-01,4.449971914291381836e-01,1.353507190942764282e-01,3.038544356822967529e-01,5.914295315742492676e-01,4.942658841609954834e-01,4.190643429756164551e-01,2.230032384395599365e-01,-1.357610672712326050e-01,-1.095445454120635986e-01,2.769494652748107910e-01,5.760117769241333008e-01,5.605202913284301758e-01,-4.147998392581939697e-01,-4.803234934806823730e-01,-3.917045593261718750e-01,2.435900866985321045e-01,3.665539026260375977e-01,4.896520972251892090e-01,-1.159262418746948242e+00,-8.592650294303894043e-01
-4.480694293975830078e+00,-5.878406524658203125e+00,-7.004951477050781250e+00,-6.951800823211669922e+00,-6.264430522918701172e+00,-6.386728286743164062e+00,-5.698395729064941406e+00,-5.140503883361816406e+00,-4.824295997619628906e+00,-4.222234249114990234e+00,-4.050565719604492188e+00,-3.979237079620361328e+00,-4.241135597229003906e+00,-4.484947681427001953e+00,-4.384547710418701172e+00,-4.148132801055908203e+00,-3.832741022109985352e+00,-3.699981689453125000e+00,-3.552175521850585938e+00,-3.375974178314208984e+00,-3.440377950668334961e+00,-3.775044918060302734e+00,-3.975579977035522461e+00,-4.406541287899017334e-01,-1.146908640861511230e+00,-1.866424083709716797e+00,-1.925750136375427246e+00,-1.486545681953430176e+00,-1.991028189659118652e-01,1.409275978803634644e-01,-4.550451412796974182e-02,-6.441923975944519043e-01,-8.422471284866333008e-01,-2.121556401252746582e-01,3.950602710247039795e-01,-2.260645329952239990e-01,-2.964514195919036865e-01,3.301820158958435059e-01,1.127023458480834961e+00,1.599783778190612793e+00,2.039137601852416992e+00,2.150330543518066406e+00,2.308663129806518555e+00,2.304806947708129883e+00,1.967875003814697266e+00,2.188452482223510742e+00,2.879028797149658203e+00,3.277295589447021484e+00,3.541302919387817383e+00,3.761722803115844727e+00,4.229345798492431641e+00,5.377060413360595703e+00,5.852472305297851562e+00,6.713172912597656250e+00,7.298987388610839844e+00,7.650534629821777344e+00,5.398856639862060547e+00,5.745667934417724609e+00,6.040137767791748047e+00,6.763510704040527344e+00,6.998046398162841797e+00,7.521952152252197266e+00,5.261265277862548828e+00,6.015567302703857422e+00
-1.124766254425048828e+01,-1.213318538665771484e+01,-1.400882720947265625e+01,-1.395208168029785156e+01,-1.295051097869873047e+01,-1.288245296478271484e+01,-1.178120422363281250e+01,-1.129922866821289062e+01,-1.075196170806884766e+01,-9.939861297607421875e+00,-9.575788497924804688e+00,-9.000233650207519531e+00,-8.228854179382324219e+00,-7.641950130462646484e+00,-7.309211730957031250e+00,-6.971594810485839844e+00,-6.781345844268798828e+00,-6.735175609588623047e+00,-5.673818111419677734e+00,-5.370629787445068359e+00,-5.096328258514404297e+00,-5.014467716217041016e+00,-4.564787387847900391e+00,-4.069488525390625000e+00,-3.174455642700195312e+00,-2.871428489685058594e+00,-3.405208587646484375e+00,-3.611863613128662109e+00,-2.366114139556884766e+00,-2.060640573501586914e+00,-3.460742533206939697e-01,-4.824808537960052490e-01,-1.388080716133117676e+00,2.030146121978759766e+00,1.269079327583312988e+00,8.093517422676086426e-01,7.913388013839721680e-01,2.669949293136596680e+00,3.105348587036132812e+00,4.639843463897705078e+00,1.254135847091674805e+00,2.447697162628173828e+00,3.358732938766479492e+00,3.938899278640747070e+00,5.145086765289306641e+00,5.786683559417724609e+00,6.323042392730712891e+00,7.149574756622314453e+00,7.921416759490966797e+00,8.554476737976074219e+00,9.260367393493652344e+00,1.004752063751220703e+01,1.060290813446044922e+01,1.155062961578369141e+01,1.215480804443359375e+01,1.225143527984619141e+01,1.012025165557861328e+01,1.028507995605468750e+01,1.070276451110839844e+01,1.148442649841308594e+01,1.176989746093750000e+01,1.224486064910888672e+01,1.491140460968017578e+01,1.567116546630859375e+01
-1.957307624816894531e+01,-2.034317016601562500e+01,-1.763308334350585938e+01,-1.749509048461914062e+01,-1.661877441406250000e+01,-1.634554672241210938e+01,-1.497104454040527344e+01,-1.470320129394531250e+01,-1.383990383148193359e+01,-1.315546512603759766e+01,-1.269156932830810547e+01,-1.240561199188232422e+01,-1.175168228149414062e+01,-1.114409160614013672e+01,-1.104065418243408203e+01,-1.073599338531494141e+01,-1.039024353027343750e+01,-9.987556457519531250e+00,-8.790433883666992188e+00,-8.150121688842773438e+00,-7.533164024353027344e+00,-7.088586807250976562e+00,-7.261858463287353516e+00,-6.840216636657714844e+00,-6.352555274963378906e+00,-6.486711502075195312e+00,-2.817388772964477539e+00,-2.796596765518188477e+00,-1.164440274238586426e+00,-1.041108369827270508e+00,-8.652338981628417969e-01,-5.375707149505615234e-01,4.017170369625091553e-01,8.922739028930664062e-01,9.328503608703613281e-01,-4.438726231455802917e-02,3.791281938552856445e+00,2.238625288009643555e+00,2.188186883926391602e+00,4.788676738739013672e+00,4.762510299682617188e+00,5.568935871124267578e+00,6.278954505920410156e+00,6.603198051452636719e+00,7.511671543121337891e+00,8.132736206054687500e+00,8.563949584960937500e+00,9.137578010559082031e+00,9.550958633422851562e+00,1.061970233917236328e+01,1.110725402832031250e+01,1.196407604217529297e+01,1.261356735229492188e+01,1.304414939880371094e+01,1.391693592071533203e+01,1.408794689178466797e+01,1.740512466430664062e+01,1.715960884094238281e+01,1.782845687866210938e+01,1.872490501403808594e+01,1.911174011230468750e+01,1.952938842773437500e+01,2.162540054321289062e+01,2.266754531860351562e+01
-2.750575256347656250e+01,-2.674143409729003906e+01,-2.570952606201171875e+01,-2.456499290466308594e+01,-2.389853096008300781e+01,-2.266829299926757812e+01,-2.116321754455566406e+01,-2.076658058166503906e+01,-1.926259040832519531e+01,-1.830419349670410156e+01,-1.744475364685058594e+01,-1.655493736267089844e+01,-1.541738510131835938e+01,-1.439471244812011719e+01,-1.389618587493896484e+01,-1.319998359680175781e+01,-1.232556533813476562e+01,-1.134678077697753906e+01,-1.058409023284912109e+01,-9.568018913269042969e+00,-8.747123718261718750e+00,-7.859111785888671875e+00,-6.985394954681396484e+00,-6.083621025085449219e+00,-5.185201168060302734e+00,-5.084356307983398438e+00,-5.320109844207763672e+00,-2.323551177978515625e+00,-2.882950305938720703e+00,-2.842208862304687500e+00,-7.362285256385803223e-01,-9.947029948234558105e-01,-1.479393959045410156e+00,-1.822267889976501465e+00,1.690035223960876465e+00,7.066748142242431641e-01,4.071788787841796875e+00,3.630106687545776367e+00,3.361265182495117188e+00,6.325311660766601562e+00,6.778528213500976562e+00,7.282119274139404297e+00,7.531855583190917969e+00,7.044739723205566406e+00,7.987264633178710938e+00,8.172942161560058594e+00,1.281230831146240234e+01,1.383458709716796875e+01,1.429058361053466797e+01,1.515275096893310547e+01,1.568378162384033203e+01,1.716477966308593750e+01,1.775657272338867188e+01,1.852817153930664062e+01,1.941580772399902344e+01,1.885711860656738281e+01,2.227085113525390625e+01,2.210685348510742188e+01,2.281419181823730469e+01,2.355101394653320312e+01,2.414689826965332031e+01,2.447695159912109375e+01,2.656811332702636719e+01,2.762255096435546875e+01
-3.143679428100585938e+01,-3.070404052734375000e+01,-2.965273475646972656e+01,-2.852630996704101562e+01,-2.785674476623535156e+01,-2.658066177368164062e+01,-2.511023330688476562e+01,-2.470012092590332031e+01,-2.314491653442382812e+01,-2.223892402648925781e+01,-2.143026161193847656e+01,-2.049320030212402344e+01,-1.939293098449707031e+01,-1.856197929382324219e+01,-1.796414947509765625e+01,-1.744214057922363281e+01,-1.673148918151855469e+01,-1.556310462951660156e+01,-1.491036891937255859e+01,-1.406502819061279297e+01,-1.328295135498046875e+01,-1.222978687286376953e+01,-1.150494098663330078e+01,-6.886645793914794922e+00,-8.760203361511230469e+00,-4.852475166320800781e+00,-4.827527046203613281e+00,-5.199849605560302734e+00,-5.236953735351562500e+00,-4.723451614379882812e+00,-4.707754611968994141e+00,2.335203289985656738e-01,1.134817227721214294e-01,4.512286484241485596e-01,3.939663171768188477e-01,3.283995687961578369e-01,4.648238658905029297e+00,5.528641223907470703e+00,5.571817398071289062e+00,8.079214096069335938e+00,8.525671005249023438e+00,9.669251441955566406e+00,1.019778919219970703e+01,1.267269229888916016e+01,1.337930297851562500e+01,1.405465126037597656e+01,1.489329719543457031e+01,1.566196632385253906e+01,1.615509033203125000e+01,1.746409988403320312e+01,1.789424133300781250e+01,1.987582778930664062e+01,2.021232604980468750e+01,2.248507118225097656e+01,2.251080322265625000e+01,2.461691665649414062e+01,2.505396080017089844e+01,2.727536964416503906e+01,2.848854446411132812e+01,2.946992874145507812e+01,3.025607490539550781e+01,3.087341308593750000e+01,3.266305160522460938e+01,3.389908981323242188e+01
-3.627844238281250000e+01,-3.532645416259765625e+01,-3.432736968994140625e+01,-3.328251266479492188e+01,-3.242273330688476562e+01,-3.128495788574218750e+01,-2.978687858581542969e+01,-2.944465065002441406e+01,-2.788297843933105469e+01,-2.700778579711914062e+01,-2.602630233764648438e+01,-2.487902832031250000e+01,-2.375759696960449219e+01,-2.247510910034179688e+01,-2.205578804016113281e+01,-2.026910591125488281e+01,-1.989620780944824219e+01,-1.942074584960937500e+01,-1.584327030181884766e+01,-1.590646457672119141e+01,-1.539759349822998047e+01,-1.436158657073974609e+01,-1.414312648773193359e+01,-1.427266407012939453e+01,-1.016381740570068359e+01,-9.314610481262207031e+00,-8.863867759704589844e+00,-4.422418594360351562e+00,-4.168044567108154297e+00,-3.400253295898437500e+00,-2.510383605957031250e+00,1.521530628204345703e+00,2.552503943443298340e-01,1.785182058811187744e-01,1.058457493782043457e+00,1.703744769096374512e+00,2.212744712829589844e+00,6.914771080017089844e+00,7.541150569915771484e+00,8.746612548828125000e+00,9.440605163574218750e+00,1.001683425903320312e+01,1.072825050354003906e+01,1.451974201202392578e+01,1.527080059051513672e+01,1.627932167053222656e+01,1.713570404052734375e+01,1.840679740905761719e+01,2.081890869140625000e+01,2.192582702636718750e+01,2.230631065368652344e+01,2.503681755065917969e+01,2.510306930541992188e+01,2.784569931030273438e+01,2.763471221923828125e+01,2.981622123718261719e+01,3.029164314270019531e+01,3.241201782226562500e+01,3.350742340087890625e+01,3.463396072387695312e+01,3.536462402343750000e+01,3.613806533813476562e+01,3.786090087890625000e+01,3.911262512207031250e+01
-4.195783996582031250e+01,-4.104973602294921875e+01,-4.003249359130859375e+01,-3.897244644165039062e+01,-3.809637832641601562e+01,-3.676374816894531250e+01,-3.538225173950195312e+01,-3.506300354003906250e+01,-3.353781890869140625e+01,-3.271736145019531250e+01,-3.163162994384765625e+01,-2.635874938964843750e+01,-2.471944427490234375e+01,-2.788472938537597656e+01,-2.326802253723144531e+01,-2.114772987365722656e+01,-2.077710533142089844e+01,-2.028120613098144531e+01,-1.721191978454589844e+01,-1.714302444458007812e+01,-1.630361175537109375e+01,-1.536400699615478516e+01,-1.502103996276855469e+01,-1.150966930389404297e+01,-1.140806961059570312e+01,-1.054070281982421875e+01,-9.876795768737792969e+00,-4.779260635375976562e+00,-4.019034862518310547e+00,-2.733706235885620117e+00,-2.258318901062011719e+00,-7.982055544853210449e-01,-6.755568385124206543e-01,8.982460498809814453e-01,1.539009332656860352e+00,2.823529958724975586e+00,3.318833827972412109e+00,4.411895751953125000e+00,9.071396827697753906e+00,9.879309654235839844e+00,1.065455913543701172e+01,1.118998527526855469e+01,1.187333202362060547e+01,1.587835788726806641e+01,1.666439247131347656e+01,1.798288345336914062e+01,1.897201538085937500e+01,2.038025856018066406e+01,2.247661781311035156e+01,2.347711372375488281e+01,2.728099822998046875e+01,2.670509147644042969e+01,3.026866340637207031e+01,2.951360321044921875e+01,3.301414489746093750e+01,3.520812606811523438e+01,3.594180679321289062e+01,3.777951049804687500e+01,3.899492645263671875e+01,4.018204498291015625e+01,4.094104766845703125e+01,4.165618896484375000e+01,4.350267791748046875e+01,4.470420074462890625e+01
